"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007018","microtubule-based movement","64/1258","456/16666",0.140350877192982,1.85937020611943,5.3166864837026,9.87211515910886e-07,5.61802783364919e-05,4.93068256222642e-05,"ODAD3/DNAAF1/DNAI3/CFAP276/CFAP210/IQCF1/DNAAF6/CFAP54/DNAH2/CFAP52/CFAP57/NEK10/CFAP206/CFAP58/CFAP161/DAW1/DNAH5/DNAH9/DYNLT5/SPAG17/ARMC3/SYNE2/GAS2L2/CFAP65/CATSPERD/CFAP45/CFAP61/RIBC2/DNAI1/CFAP157/CFAP47/HSPB1/CIMIP2C/CFAP100/CFAP77/HOATZ/CCDC88C/CFAP144/ZMYND10/CFAP46/CCDC40/ODAD2/MNS1/DNAH3/CFAP44/DNAH7/TAC1/DNALI1/CLXN/JHY/CFAP43/EFHC2/ODAD4/TEKT1/ROPN1L/TTC29/DRC7/DNAH11/ADAM7/DRC1/CFAP107/ODAD1/SPAG6/DLGAP5",64
"GO:0032732","positive regulation of interleukin-1 production","18/1258","67/16666",0.26865671641791,3.55916759604205,5.99742756852767,1.49098916890787e-06,8.38850838098051e-05,7.36220489144937e-05,"LILRA2/GBP5/NLRP1/HSPB1/IL16/ISL1/LPL/MEFV/ORM1/NLRP2/CCL3/CCL19/TYROBP/CALCA/CASP1/NLRP12/AIM2/CD36",18
"GO:0046632","alpha-beta T cell differentiation","26/1258","124/16666",0.209677419354839,2.77780911841633,5.67769172400106,1.51511745996815e-06,8.42847926326103e-05,7.39728548166591e-05,"BATF/SLAMF6/GATA3/TBX21/ANXA1/HLA-DRB1/IL2RG/IRF4/ITK/LY9/MIR21/ASCL2/MYB/LEF1/RORC/CCL19/PRDM1/SPN/STAT4/STAT6/TGFBR2/EOMES/RUNX1/RUNX3/IL18R1/TNFSF8",26
"GO:0003352","regulation of cilium movement","13/1258","37/16666",0.351351351351351,4.65470717140033,6.35902050592132,1.55611061099228e-06,8.56033737224751e-05,7.51301123061534e-05,"DNAAF1/IQCF1/CFAP206/GAS2L2/CFAP45/CCDC40/ODAD2/TAC1/CLXN/CFAP43/DNAH11/ADAM7/DRC1",13
"GO:0060972","left/right pattern formation","27/1258","133/16666",0.203007518796992,2.68944619099418,5.58938720325581,1.85965215525113e-06,0.000101177338688443,8.87986593045305e-05,"WIF1/ODAD3/FOXN4/DNAAF1/CIMAP3/CFAP52/DAW1/DNAH5/FGF10/FOXF1/FOXJ1/FOLR1/CFAP45/DNAI1/DNAAF3/CCDC40/ODAD2/MNS1/TBX1/TBX3/CRIPTO/CRIPTO3/TGFBR2/ZIC3/ODAD4/DNAH11/DRC1",27
"GO:0002698","negative regulation of immune effector process","25/1258","118/16666",0.211864406779661,2.8067823556358,5.6278683929553,1.96178825272134e-06,0.000105574061295906,9.26574588928342e-05,"CD96/VSIG4/FCRL3/A2M/FCGR2B/FOXF1/FOXJ1/ANGPT1/TBX21/ANXA1/APOA2/IL7R/IL10/IL13RA2/KLRD1/ASCL2/PDCD1/SLAMF8/SLAMF1/SPN/BST2/SERPING1/TWIST1/CCR2/CD84",25
"GO:0050671","positive regulation of lymphocyte proliferation","27/1258","134/16666",0.201492537313433,2.66937569703154,5.54387758803864,2.16409321205769e-06,0.000115208876267717,0.000101113489296821,"CD24/LILRB2/FCRL3/CLECL1P/FGF10/ANXA1/CD209/HLA-DPA1/IGF2/IL2RA/IL15/MIR21/KITLG/NFATC2/PRLR/CCL5/CCL19/SLAMF1/SPN/SPTA1/TGFBR2/CCR2/VCAM1/CD3E/CD6/CD28/CD40LG",27
"GO:0031349","positive regulation of defense response","66/1258","488/16666",0.135245901639344,1.79173942505669,5.07223786165861,2.48084125874447e-06,0.000130666436936637,0.000114679873640506,"CASP12/CEBPA/CTSC/LILRA2/SLAMF6/CGAS/FCRL3/GBP5/CLNK/PYHIN1/CTSS/FABP4/NLRP1/KLRK1/RFTN1/LY96/PTPN22/CLEC4E/GBP3/NUPR1/GFI1/GPR4/TREML4/FFAR2/IL15/IL16/IRF4/KLRD1/C2CD4B/LAG3/SIGLEC16/LPL/LTF/SH2D1A/MIR21/MEFV/NKG7/TLR7/SLC15A3/PENK/RBM47/CRTAM/ZC3HAV1/CCL3/CCL5/CCL24/GPSM3/TLR5/TNFRSF1A/CCR2/TYROBP/PLA2G7/ZBP1/COLEC12/CASP1/CASP4/CASP5/FCN3/OASL/NLRP12/IL1RL1/TIFA/CD14/CD28/AIM2/CD36",66
"GO:0001763","morphogenesis of a branching structure","34/1258","193/16666",0.176165803108808,2.33384680016804,5.32559457109969,2.81866137866822e-06,0.000146896763008278,0.000128924478350609,"SIX2/CTSZ/DLX2/DRD2/EGF/FGF10/FOXF1/SULF1/HGF/HOXB7/IL10/NKX3-1/LEF1/SIX4/PGR/PKHD1/PRDM1/SHOX2/SIX1/SPINT1/ST14/TBX3/CRIPTO/TGFBR2/TGM2/TIE1/VDR/WNT6/WT1/TP63/NRP1/CELSR1/HS3ST3B1/HS3ST3A1",34
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","30/1258","160/16666",0.1875,2.48400238473768,5.3894384252776,2.89812856609129e-06,0.000147239376177972,0.000129225174045151,"RAMP2/ADCY7/UCN3/ADORA2A/DRD1/DRD2/DRD3/ADCY4/ADGRF5/ADGRL2/LPAR3/FSHR/GPR4/GPR6/CXCR3/HTR7/LHCGR/MC5R/CXCL9/ADGRG6/PTGER2/PTGFR/CXCL11/ADGRL4/VIP/CALCA/GPR101/GPR65/S1PR4/LPAR2",30
